handicap,swing_speed,driver_carry,shot_shape,goal,iron_miss,iron_feel,wedge_turf,divot_depth,driver_loft,shaft_flex,fairway_wood_loft,iron_category,wedge_bounce
25.0,83.2,192,Draw,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Medium,12,A,16.5,game-improvement,Low
21.4,76.6,169,Hook,Accuracy,Consistent,Confidence-inspiring,Normal,Shallow,12,A,21,game-improvement,Mid
27.8,81.2,200,Fade,Forgiveness,Fat/Thin,No preference,Normal,Medium,12,A,21,super-game-improvement,Mid
19.6,91.2,230,Draw,Accuracy,Fat/Thin,No preference,Normal,Deep,10.5,R,18,game-improvement,High
13.8,110.4,259,Straight,Distance,Fat/Thin,No preference,Firm,Deep,8,X,15,players-distance,Mid
20.0,82.4,211,Draw,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
0.0,104.8,221,Straight,Distance,Left/Right,Confidence-inspiring,Normal,Deep,9,S,15,players-cb,High
20.4,89.9,211,Straight,Distance,Consistent,Confidence-inspiring,Soft,Shallow,10.5,R,18,game-improvement,Mid
0.0,113.7,267,Hook,Accuracy,Consistent,No preference,Soft,Medium,8,X,15,blade,High
1.5,102.5,231,Fade,Distance,Consistent,No preference,Soft,Medium,9,R,16.5,players-distance,High
21.1,80.9,221,Slice,Accuracy,Fat/Thin,No preference,Firm,Shallow,10.5,A,18,super-game-improvement,Low
21.3,87.3,204,Fade,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
6.5,94.7,217,Slice,Distance,Fat/Thin,Forged/Blade-like,Normal,Medium,10.5,R,16.5,players-cb,Mid
10.6,92.9,219,Fade,Distance,Consistent,Forged/Blade-like,Normal,Medium,10.5,L,16.5,blade,Mid
29.3,74.9,150,Draw,Distance,Left/Right,No preference,Normal,Medium,8,A,21,super-game-improvement,Mid
12.6,100.5,226,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Shallow,9,S,16.5,super-game-improvement,Low
36.0,62.4,159,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,L,16.5,super-game-improvement,High
17.0,75.6,169,Hook,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,12,A,21,game-improvement,High
20.7,70.8,156,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,L,21,super-game-improvement,High
31.6,62.8,165,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
18.2,77.9,200,Slice,Accuracy,Left/Right,Confidence-inspiring,Normal,Shallow,12,A,21,super-game-improvement,Low
8.0,97.7,236,Hook,Forgiveness,Consistent,No preference,Normal,Shallow,9,S,16.5,players-cb,Low
16.0,81.3,185,Straight,Accuracy,Consistent,Forged/Blade-like,Soft,Shallow,10.5,L,18,blade,Mid
16.7,83.9,194,Straight,Distance,Inconsistent,Forged/Blade-like,Soft,Deep,10.5,A,18,players-cb,High
4.7,97.2,218,Draw,Accuracy,Left/Right,Forged/Blade-like,Normal,Shallow,9,S,16.5,blade,Low
14.7,88.0,194,Slice,Accuracy,Left/Right,Forged/Blade-like,Soft,Shallow,10.5,R,18,players-cb,Mid
10.3,105.4,234,Hook,Distance,Left/Right,Confidence-inspiring,Soft,Shallow,9,X,15,players-cb,Mid
25.3,83.5,188,Hook,Distance,Left/Right,Confidence-inspiring,Soft,Deep,10.5,A,16.5,game-improvement,High
17.3,88.2,194,Straight,Forgiveness,Left/Right,Confidence-inspiring,Firm,Medium,12,R,21,super-game-improvement,Low
14.5,88.1,187,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Soft,Deep,10.5,R,16.5,players-cb,High
16.0,86.6,206,Slice,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,R,18,super-game-improvement,High
19.0,88.4,211,Straight,Forgiveness,Fat/Thin,Forged/Blade-like,Firm,Deep,12,L,21,game-improvement,Mid
22.6,86.1,224,Draw,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
8.0,92.4,208,Draw,Accuracy,Fat/Thin,Forged/Blade-like,Soft,Deep,10.5,R,16.5,blade,High
7.6,99.5,238,Straight,Accuracy,Left/Right,Forged/Blade-like,Normal,Deep,9,S,16.5,blade,Low
26.9,62.8,152,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
13.3,94.2,218,Fade,Distance,Fat/Thin,Confidence-inspiring,Normal,Medium,10.5,R,16.5,game-improvement,Mid
4.2,108.5,265,Draw,Distance,Inconsistent,Forged/Blade-like,Firm,Deep,8,X,15,super-game-improvement,Mid
21.0,81.9,203,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,Mid
21.2,96.3,231,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,9,R,15,super-game-improvement,Mid
3.2,98.2,227,Draw,Forgiveness,Fat/Thin,Forged/Blade-like,Normal,Medium,9,S,16.5,players-cb,Mid
19.1,87.6,201,Fade,Accuracy,Left/Right,No preference,Firm,Shallow,10.5,R,18,players-distance,Low
23.6,80.6,172,Straight,Forgiveness,Left/Right,Confidence-inspiring,Soft,Shallow,12,A,21,super-game-improvement,Mid
20.4,83.8,186,Slice,Forgiveness,Left/Right,Forged/Blade-like,Soft,Deep,10.5,A,21,game-improvement,High
22.7,81.1,182,Straight,Forgiveness,Left/Right,No preference,Normal,Shallow,12,A,21,super-game-improvement,Low
4.4,103.7,229,Fade,Forgiveness,Consistent,Forged/Blade-like,Normal,Shallow,9,S,16.5,blade,Low
20.0,90.9,219,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Shallow,12,R,21,super-game-improvement,Mid
14.3,101.2,253,Straight,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,9,L,16.5,game-improvement,High
12.7,93.4,208,Fade,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,10.5,S,16.5,game-improvement,High
24.8,85.2,204,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,X,21,super-game-improvement,Low
30.3,68.2,147,Slice,Forgiveness,Left/Right,No preference,Normal,Medium,12,L,21,super-game-improvement,High
33.1,75.3,173,Draw,Accuracy,Left/Right,No preference,Soft,Medium,8,A,21,super-game-improvement,High
28.8,69.5,154,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,10.5,L,21,super-game-improvement,Low
16.0,97.2,236,Slice,Distance,Fat/Thin,Confidence-inspiring,Soft,Deep,9,S,16.5,super-game-improvement,High
20.2,100.2,227,Fade,Forgiveness,Left/Right,Forged/Blade-like,Firm,Shallow,9,S,16.5,game-improvement,Low
23.9,79.7,200,Hook,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
18.1,71.8,166,Draw,Forgiveness,Fat/Thin,No preference,Normal,Deep,12,L,21,super-game-improvement,High
18.2,83.2,187,Draw,Accuracy,Left/Right,Confidence-inspiring,Soft,Deep,10.5,A,18,game-improvement,High
24.4,88.6,192,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
16.5,92.9,222,Straight,Accuracy,Inconsistent,Confidence-inspiring,Firm,Deep,10.5,R,16.5,game-improvement,Mid
10.4,97.8,241,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Normal,Shallow,9,S,16.5,game-improvement,Low
13.3,99.8,238,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,9,S,16.5,super-game-improvement,High
22.7,85.3,230,Slice,Distance,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,18,super-game-improvement,High
17.0,97.0,247,Draw,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,9,S,16.5,players-distance,Mid
20.1,91.3,211,Straight,Forgiveness,Fat/Thin,No preference,Firm,Deep,12,R,21,super-game-improvement,Mid
23.0,92.2,213,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Shallow,10.5,R,21,blade,Low
13.6,94.9,229,Straight,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,21,super-game-improvement,Mid
23.8,87.0,194,Fade,Distance,Fat/Thin,No preference,Soft,Deep,10.5,R,18,game-improvement,High
20.4,82.4,209,Hook,Distance,Left/Right,Confidence-inspiring,Soft,Shallow,8,A,18,game-improvement,Mid
5.9,97.0,233,Fade,Accuracy,Consistent,Confidence-inspiring,Normal,Shallow,9,S,16.5,game-improvement,Low
30.0,85.4,204,Fade,Distance,Fat/Thin,Confidence-inspiring,Firm,Medium,10.5,R,18,super-game-improvement,Low
12.5,95.1,232,Hook,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,9,R,16.5,players-cb,High
2.1,111.2,284,Fade,Distance,Inconsistent,Forged/Blade-like,Normal,Deep,8,A,15,blade,High
7.6,100.1,237,Straight,Distance,Consistent,Forged/Blade-like,Soft,Medium,9,S,16.5,blade,High
7.8,94.9,222,Slice,Accuracy,Left/Right,Forged/Blade-like,Soft,Shallow,10.5,L,16.5,blade,Mid
17.5,88.0,226,Hook,Distance,Consistent,No preference,Normal,Medium,10.5,R,18,players-cb,Mid
14.5,101.4,251,Fade,Accuracy,Consistent,Confidence-inspiring,Soft,Medium,9,S,16.5,players-cb,High
14.0,95.8,221,Slice,Forgiveness,Fat/Thin,Forged/Blade-like,Firm,Medium,9,R,21,game-improvement,Low
22.6,70.0,165,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,18,super-game-improvement,Low
20.1,83.4,199,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,High
19.8,97.7,234,Hook,Forgiveness,Fat/Thin,No preference,Soft,Medium,9,S,15,game-improvement,High
20.7,82.7,177,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Medium,10.5,A,18,super-game-improvement,Low
22.5,69.5,143,Slice,Forgiveness,Inconsistent,No preference,Normal,Medium,12,L,21,super-game-improvement,Mid
0.0,120.0,270,Slice,Accuracy,Inconsistent,Forged/Blade-like,Soft,Deep,8,X,15,players-cb,High
13.7,97.0,215,Hook,Distance,Inconsistent,Confidence-inspiring,Soft,Medium,9,L,21,game-improvement,High
0.0,107.5,244,Straight,Distance,Fat/Thin,No preference,Soft,Deep,8,X,15,blade,High
17.3,85.5,209,Fade,Accuracy,Consistent,Confidence-inspiring,Firm,Deep,10.5,A,16.5,players-distance,Mid
17.0,96.0,223,Draw,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,9,R,16.5,game-improvement,High
26.4,73.8,176,Slice,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,12,A,21,super-game-improvement,High
27.7,84.2,182,Straight,Forgiveness,Fat/Thin,Forged/Blade-like,Soft,Deep,12,R,21,super-game-improvement,High
18.8,90.2,206,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,R,21,super-game-improvement,High
12.5,95.3,232,Slice,Distance,Inconsistent,Confidence-inspiring,Normal,Deep,9,R,16.5,game-improvement,High
21.4,84.4,206,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
12.2,92.7,208,Fade,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Medium,10.5,R,21,players-distance,Low
17.0,95.8,227,Straight,Distance,Left/Right,No preference,Normal,Shallow,9,R,16.5,players-distance,Low
25.9,72.2,198,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,High
12.0,82.8,194,Hook,Accuracy,Fat/Thin,No preference,Normal,Medium,10.5,A,18,game-improvement,Mid
24.3,84.4,189,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Soft,Deep,12,R,21,super-game-improvement,High
23.1,85.9,200,Hook,Accuracy,Inconsistent,Forged/Blade-like,Normal,Deep,10.5,R,18,players-distance,High
8.4,101.7,240,Draw,Accuracy,Fat/Thin,No preference,Normal,Deep,9,S,16.5,players-distance,High
25.8,81.2,189,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Deep,12,A,21,players-cb,Mid
23.3,79.0,185,Fade,Distance,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,A,21,super-game-improvement,Low
17.9,92.9,200,Straight,Accuracy,Left/Right,Confidence-inspiring,Normal,Deep,10.5,R,16.5,game-improvement,High
10.1,96.1,213,Straight,Forgiveness,Left/Right,Forged/Blade-like,Firm,Shallow,9,R,16.5,players-cb,High
9.3,93.9,219,Draw,Accuracy,Consistent,Forged/Blade-like,Firm,Medium,10.5,R,16.5,blade,Low
12.2,91.8,214,Straight,Accuracy,Consistent,Forged/Blade-like,Soft,Medium,10.5,R,18,blade,High
21.9,97.0,221,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,9,S,16.5,super-game-improvement,High
8.4,86.2,200,Straight,Distance,Inconsistent,Forged/Blade-like,Normal,Deep,10.5,R,18,blade,High
20.9,87.5,206,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,Low
5.8,89.6,222,Fade,Accuracy,Consistent,No preference,Firm,Medium,10.5,R,18,players-cb,Low
15.2,89.8,210,Slice,Distance,Consistent,Forged/Blade-like,Firm,Medium,10.5,R,18,blade,Low
18.0,84.3,203,Fade,Accuracy,Inconsistent,No preference,Soft,Deep,9,R,18,game-improvement,High
36.0,60.0,134,Fade,Accuracy,Inconsistent,Confidence-inspiring,Firm,Medium,9,L,21,super-game-improvement,Low
4.6,105.4,255,Draw,Distance,Fat/Thin,No preference,Normal,Deep,9,X,16.5,blade,High
30.2,70.6,171,Slice,Accuracy,Consistent,Confidence-inspiring,Firm,Medium,12,L,21,super-game-improvement,Low
18.3,72.3,181,Slice,Forgiveness,Consistent,Confidence-inspiring,Firm,Shallow,8,A,21,super-game-improvement,Low
20.7,90.1,221,Straight,Forgiveness,Inconsistent,No preference,Normal,Deep,12,R,21,super-game-improvement,High
18.1,97.2,236,Fade,Accuracy,Inconsistent,Forged/Blade-like,Normal,Medium,9,S,16.5,players-cb,High
21.0,94.3,220,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,16.5,super-game-improvement,High
15.6,92.6,221,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,10.5,R,15,super-game-improvement,Low
30.1,73.7,187,Slice,Forgiveness,Consistent,Confidence-inspiring,Normal,Shallow,12,A,21,players-distance,Low
12.9,102.5,232,Straight,Distance,Fat/Thin,Forged/Blade-like,Normal,Medium,9,S,16.5,players-cb,High
27.2,88.5,200,Slice,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
11.2,103.1,245,Straight,Accuracy,Inconsistent,Forged/Blade-like,Firm,Medium,9,S,16.5,blade,Low
16.5,82.4,199,Straight,Forgiveness,Inconsistent,No preference,Firm,Deep,12,A,21,super-game-improvement,Mid
7.4,100.9,226,Straight,Forgiveness,Consistent,Forged/Blade-like,Soft,Deep,9,S,21,players-distance,High
21.1,86.8,203,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
30.0,60.8,142,Slice,Forgiveness,Left/Right,No preference,Normal,Deep,12,L,21,super-game-improvement,High
16.3,92.5,189,Draw,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Medium,10.5,R,16.5,game-improvement,High
15.2,106.4,247,Straight,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,8,X,15,game-improvement,Low
7.0,104.4,243,Draw,Accuracy,Inconsistent,Forged/Blade-like,Normal,Deep,9,S,15,blade,High
14.9,101.2,236,Fade,Accuracy,Inconsistent,Forged/Blade-like,Firm,Medium,9,S,16.5,players-cb,Low
2.7,106.2,268,Fade,Distance,Fat/Thin,Forged/Blade-like,Normal,Deep,8,X,15,blade,High
8.8,97.4,213,Hook,Accuracy,Consistent,No preference,Normal,Deep,9,S,16.5,blade,High
19.0,88.8,198,Straight,Distance,Inconsistent,No preference,Firm,Medium,10.5,R,18,players-distance,Mid
28.9,69.1,130,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Soft,Deep,12,X,21,super-game-improvement,High
36.0,60.0,135,Hook,Forgiveness,Fat/Thin,No preference,Soft,Deep,12,L,21,super-game-improvement,High
11.7,103.4,238,Straight,Accuracy,Inconsistent,Confidence-inspiring,Firm,Shallow,9,S,16.5,players-distance,Low
29.9,83.2,189,Slice,Accuracy,Left/Right,Confidence-inspiring,Firm,Medium,10.5,A,18,super-game-improvement,Low
19.2,79.0,200,Straight,Forgiveness,Left/Right,No preference,Firm,Deep,12,A,21,game-improvement,Mid
15.6,96.8,239,Slice,Forgiveness,Fat/Thin,No preference,Soft,Deep,9,L,16.5,super-game-improvement,High
20.9,83.4,197,Slice,Accuracy,Left/Right,No preference,Firm,Deep,10.5,A,18,game-improvement,High
17.6,90.1,207,Slice,Accuracy,Left/Right,Confidence-inspiring,Soft,Shallow,10.5,S,18,game-improvement,High
18.0,90.5,226,Fade,Forgiveness,Left/Right,No preference,Soft,Medium,12,R,21,game-improvement,High
13.3,99.7,234,Straight,Accuracy,Left/Right,Forged/Blade-like,Normal,Deep,9,S,16.5,players-cb,High
4.4,103.5,233,Draw,Accuracy,Left/Right,Forged/Blade-like,Normal,Shallow,9,S,16.5,blade,Low
3.1,114.3,246,Hook,Accuracy,Consistent,No preference,Soft,Shallow,8,X,15,blade,Mid
22.9,83.8,191,Fade,Distance,Fat/Thin,No preference,Soft,Deep,10.5,A,18,game-improvement,High
14.5,95.7,235,Slice,Distance,Left/Right,Forged/Blade-like,Firm,Medium,9,L,16.5,players-cb,Low
11.6,88.8,238,Straight,Distance,Left/Right,Forged/Blade-like,Firm,Deep,10.5,R,18,blade,Mid
17.1,103.4,244,Fade,Accuracy,Left/Right,No preference,Normal,Shallow,9,S,16.5,game-improvement,Low
24.2,83.5,186,Slice,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
18.6,91.6,200,Hook,Distance,Fat/Thin,Confidence-inspiring,Firm,Medium,10.5,R,18,blade,High
11.1,84.0,205,Straight,Forgiveness,Left/Right,Confidence-inspiring,Soft,Medium,9,R,21,players-cb,High
28.0,70.0,142,Straight,Distance,Fat/Thin,Confidence-inspiring,Normal,Medium,8,L,21,super-game-improvement,Mid
31.2,80.8,197,Slice,Accuracy,Inconsistent,Confidence-inspiring,Normal,Deep,10.5,A,18,blade,High
21.5,85.3,211,Straight,Forgiveness,Fat/Thin,No preference,Firm,Medium,12,R,21,super-game-improvement,Low
25.8,64.9,158,Draw,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,12,L,21,super-game-improvement,Mid
28.2,82.8,192,Fade,Accuracy,Left/Right,Confidence-inspiring,Firm,Deep,8,A,18,super-game-improvement,Mid
27.2,72.9,179,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,9,A,21,super-game-improvement,Mid
22.5,92.0,218,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,21,super-game-improvement,Mid
22.4,81.6,182,Slice,Distance,Fat/Thin,Confidence-inspiring,Normal,Deep,10.5,L,18,super-game-improvement,High
21.7,84.5,223,Fade,Distance,Inconsistent,Confidence-inspiring,Firm,Deep,10.5,R,18,super-game-improvement,High
7.1,108.1,249,Straight,Distance,Inconsistent,Forged/Blade-like,Normal,Deep,8,X,15,blade,High
23.3,74.9,186,Slice,Forgiveness,Inconsistent,No preference,Normal,Deep,12,A,21,super-game-improvement,High
4.8,95.5,193,Fade,Accuracy,Consistent,Forged/Blade-like,Firm,Shallow,9,R,16.5,players-cb,Low
9.8,95.4,241,Fade,Distance,Consistent,Forged/Blade-like,Normal,Medium,9,R,18,blade,Mid
28.7,80.8,209,Hook,Accuracy,Inconsistent,Forged/Blade-like,Firm,Shallow,10.5,A,18,players-distance,Low
24.6,70.4,166,Slice,Accuracy,Left/Right,Confidence-inspiring,Firm,Shallow,12,L,21,super-game-improvement,Low
30.4,61.4,152,Slice,Forgiveness,Fat/Thin,No preference,Soft,Deep,12,A,21,super-game-improvement,High
14.6,97.0,235,Straight,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,9,S,18,game-improvement,High
6.6,96.2,218,Hook,Accuracy,Consistent,No preference,Normal,Shallow,9,L,16.5,blade,High
14.8,88.2,214,Straight,Forgiveness,Inconsistent,Confidence-inspiring,Soft,Medium,12,R,21,super-game-improvement,High
17.9,74.4,164,Slice,Accuracy,Consistent,No preference,Normal,Medium,12,A,21,players-distance,Mid
17.7,82.9,187,Fade,Forgiveness,Inconsistent,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
27.2,76.7,195,Slice,Forgiveness,Left/Right,Confidence-inspiring,Soft,Deep,12,A,21,super-game-improvement,High
13.7,98.8,245,Straight,Forgiveness,Left/Right,Confidence-inspiring,Normal,Deep,9,X,16.5,super-game-improvement,High
20.2,79.4,177,Hook,Forgiveness,Inconsistent,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Mid
8.1,110.3,250,Straight,Forgiveness,Inconsistent,No preference,Normal,Deep,8,X,18,players-distance,High
21.1,78.9,177,Hook,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,12,A,21,super-game-improvement,Mid
17.0,83.7,206,Slice,Distance,Consistent,Confidence-inspiring,Soft,Medium,10.5,A,18,players-distance,Low
10.3,106.9,238,Slice,Accuracy,Consistent,Confidence-inspiring,Normal,Medium,8,L,15,players-cb,High
14.9,92.3,222,Straight,Forgiveness,Consistent,Confidence-inspiring,Normal,Medium,10.5,R,21,game-improvement,Mid
15.3,86.5,213,Fade,Accuracy,Fat/Thin,Confidence-inspiring,Firm,Deep,10.5,R,18,players-cb,Mid
14.6,90.1,211,Fade,Distance,Fat/Thin,Forged/Blade-like,Soft,Deep,8,R,18,players-cb,High
32.9,79.6,200,Slice,Distance,Consistent,Confidence-inspiring,Firm,Deep,12,S,21,game-improvement,Mid
16.1,99.7,230,Straight,Forgiveness,Left/Right,Forged/Blade-like,Firm,Deep,9,S,16.5,players-distance,Mid
14.8,85.3,198,Draw,Accuracy,Inconsistent,Confidence-inspiring,Soft,Deep,10.5,R,18,game-improvement,High
0.0,107.7,240,Draw,Distance,Consistent,No preference,Firm,Medium,8,X,15,blade,High
9.0,98.3,244,Fade,Accuracy,Consistent,Forged/Blade-like,Normal,Deep,9,S,15,blade,High
14.6,84.3,188,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Soft,Deep,12,L,21,players-distance,High
10.8,95.2,228,Straight,Accuracy,Left/Right,Forged/Blade-like,Soft,Medium,9,R,16.5,blade,High
29.4,74.2,173,Fade,Forgiveness,Consistent,Confidence-inspiring,Normal,Shallow,12,A,21,game-improvement,Low
15.5,98.2,217,Straight,Distance,Inconsistent,Confidence-inspiring,Soft,Deep,9,S,16.5,game-improvement,High
28.6,83.6,189,Slice,Accuracy,Consistent,Confidence-inspiring,Soft,Deep,12,A,18,game-improvement,High
17.6,85.5,219,Draw,Accuracy,Left/Right,Confidence-inspiring,Soft,Deep,12,R,18,blade,High
17.3,86.6,206,Hook,Accuracy,Inconsistent,Forged/Blade-like,Firm,Deep,10.5,R,18,players-cb,Mid
16.2,94.0,208,Draw,Forgiveness,Left/Right,Confidence-inspiring,Soft,Shallow,10.5,R,21,super-game-improvement,Mid
17.0,84.4,202,Slice,Accuracy,Consistent,Confidence-inspiring,Firm,Shallow,10.5,R,18,players-distance,Low
32.5,74.7,174,Straight,Accuracy,Fat/Thin,No preference,Soft,Shallow,12,A,16.5,game-improvement,Mid
0.0,107.4,297,Straight,Accuracy,Left/Right,Forged/Blade-like,Firm,Shallow,8,X,15,blade,Low
0.0,101.2,242,Straight,Forgiveness,Inconsistent,Forged/Blade-like,Firm,Medium,9,S,16.5,players-cb,Low
12.1,87.4,200,Hook,Distance,Consistent,Confidence-inspiring,Firm,Deep,10.5,R,18,players-cb,Mid
17.1,98.5,250,Fade,Distance,Left/Right,Forged/Blade-like,Normal,Deep,9,S,16.5,blade,High
23.2,80.2,165,Straight,Forgiveness,Fat/Thin,Confidence-inspiring,Firm,Medium,12,A,21,super-game-improvement,Low
21.3,95.0,224,Hook,Forgiveness,Left/Right,No preference,Firm,Medium,9,R,21,super-game-improvement,Low
13.5,88.9,235,Straight,Distance,Inconsistent,Confidence-inspiring,Normal,Shallow,10.5,S,18,players-cb,Low
26.2,79.9,186,Draw,Distance,Left/Right,Confidence-inspiring,Soft,Medium,9,L,21,game-improvement,High
26.3,94.5,200,Draw,Distance,Left/Right,Confidence-inspiring,Normal,Deep,10.5,R,18,game-improvement,High
18.7,79.1,181,Slice,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,A,21,super-game-improvement,Low
25.7,65.2,172,Fade,Forgiveness,Fat/Thin,Confidence-inspiring,Normal,Deep,12,L,21,super-game-improvement,High
19.5,94.6,227,Straight,Distance,Left/Right,Confidence-inspiring,Normal,Medium,10.5,R,16.5,game-improvement,Mid
11.9,88.5,197,Draw,Accuracy,Inconsistent,Forged/Blade-like,Normal,Deep,10.5,R,18,super-game-improvement,High
23.3,81.1,182,Slice,Accuracy,Fat/Thin,Forged/Blade-like,Normal,Deep,10.5,A,15,game-improvement,High
18.0,83.2,188,Fade,Distance,Fat/Thin,No preference,Firm,Deep,10.5,A,18,game-improvement,Mid
17.0,90.3,217,Hook,Forgiveness,Consistent,Confidence-inspiring,Firm,Shallow,10.5,R,16.5,game-improvement,Low
30.3,66.5,174,Slice,Accuracy,Inconsistent,Forged/Blade-like,Soft,Shallow,12,L,21,super-game-improvement,Mid
0.0,106.7,264,Draw,Distance,Fat/Thin,Forged/Blade-like,Normal,Deep,8,X,15,blade,High
4.2,106.3,256,Fade,Distance,Left/Right,No preference,Firm,Shallow,8,X,15,blade,Low
6.3,93.7,203,Slice,Forgiveness,Consistent,Forged/Blade-like,Firm,Shallow,10.5,R,21,blade,Low
13.7,87.3,188,Slice,Forgiveness,Left/Right,No preference,Soft,Deep,12,R,21,super-game-improvement,High
14.7,88.7,215,Straight,Distance,Consistent,No preference,Firm,Medium,10.5,R,18,super-game-improvement,Low
3.4,94.1,204,Slice,Accuracy,Consistent,No preference,Firm,Medium,10.5,R,21,blade,Low
8.1,95.7,222,Straight,Accuracy,Consistent,No preference,Soft,Medium,9,R,16.5,blade,High
9.3,98.1,234,Fade,Distance,Consistent,No preference,Normal,Shallow,9,S,16.5,blade,Low
36.0,63.8,135,Fade,Forgiveness,Left/Right,Confidence-inspiring,Normal,Medium,12,L,15,super-game-improvement,Mid
33.2,67.9,146,Fade,Distance,Left/Right,Confidence-inspiring,Soft,Medium,12,L,21,super-game-improvement,High
13.3,92.6,216,Straight,Distance,Fat/Thin,Forged/Blade-like,Firm,Shallow,10.5,L,15,super-game-improvement,Low
13.7,87.7,213,Straight,Distance,Inconsistent,Forged/Blade-like,Normal,Shallow,10.5,R,18,players-cb,Low
6.7,105.1,261,Fade,Accuracy,Consistent,No preference,Soft,Shallow,9,X,15,blade,Mid
0.0,118.1,285,Straight,Accuracy,Left/Right,Forged/Blade-like,Normal,Shallow,8,X,15,blade,High
15.9,86.5,204,Slice,Forgiveness,Left/Right,Confidence-inspiring,Firm,Deep,12,R,21,super-game-improvement,Mid
8.0,102.2,230,Straight,Accuracy,Fat/Thin,Forged/Blade-like,Soft,Shallow,12,S,15,blade,Mid
16.2,87.7,192,Fade,Distance,Inconsistent,Confidence-inspiring,Soft,Deep,10.5,R,18,game-improvement,High
